SR NO.,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price,,,,,,,,
6011,Maruti Vitara Brezza,11-Jul-05,86649,1,DIESEL,TN-14,Manual,SUV,762000,,,,,,,,
6012,Maruti Vitara Brezza,08-Jul-05,92380,1,DIESEL,PB-10,Manual,SUV,718000,,,,,,,,
6013,Maruti Vitara Brezza,10-Jul-05,42607,1,DIESEL,TS-15,Automatic,SUV,822000,,,,,,,,
6014,Maruti Vitara Brezza,11-Jul-05,80511,1,DIESEL,KA-03,Automatic,SUV,857000,,,,,,,,
6015,Maruti Vitara Brezza,10-Jul-05,42252,2,DIESEL,TN-79,Manual,SUV,752000,,,,,,,,
6016,Maruti Vitara Brezza,10-Jul-05,64822,1,DIESEL,MH-47,Automatic,SUV,827000,,,,,,,,
6017,Maruti Vitara Brezza,10-Jul-05,78655,2,DIESEL,GJ-16,Manual,SUV,786000,,,,,,,,
6018,Maruti Vitara Brezza,10-Jul-05,53716,1,DIESEL,TS-09,Automatic,SUV,881000,,,,,,,,
6019,Maruti Vitara Brezza,13-Jul-05,93405,1,PETROL,MH-12,Manual,SUV,815000,,,,,,,,
6020,Maruti Vitara Brezza,08-Jul-05,91429,2,DIESEL,HR-26,Manual,SUV,643000,,,,,,,,
6021,Maruti Vitara Brezza,09-Jul-05,45733,1,DIESEL,UP-78,Manual,SUV,735000,,,,,,,,
6022,Maruti Vitara Brezza,11-Jul-05,61307,1,DIESEL,HR-30,Manual,SUV,789000,,,,,,,,
6023,Maruti Vitara Brezza,12-Jul-05,14546,1,PETROL,MH-04,Manual,SUV,920350,,,,,,,,
6024,Maruti Vitara Brezza,08-Jul-05,93194,1,DIESEL,MH-04,Manual,SUV,692000,,,,,,,,
6025,Maruti Vitara Brezza,10-Jul-05,74221,1,DIESEL,HR-36,Manual,SUV,745000,,,,,,,,
6026,Maruti Vitara Brezza,09-Jul-05,93189,1,DIESEL,HR-30,Manual,SUV,588000,,,,,,,,
6027,Maruti Vitara Brezza,10-Jul-05,66502,1,DIESEL,UP-37,Automatic,SUV,791000,,,,,,,,
6028,Maruti Vitara Brezza,08-Jul-05,64794,1,DIESEL,UP-14,Manual,SUV,599000,,,,,,,,
6029,Maruti Vitara Brezza,10-Jul-05,63812,1,DIESEL,MH-47,Manual,SUV,818000,,,,,,,,
6030,Maruti Vitara Brezza,10-Jul-05,70167,2,DIESEL,TS-13,Manual,SUV,694000,,,,,,,,
6031,Maruti Vitara Brezza,08-Jul-05,68943,1,DIESEL,MP-04,Manual,SUV,666000,,,,,,,,
6032,Maruti Vitara Brezza,10-Jul-05,105318,1,DIESEL,TN-59,Manual,SUV,832000,,,,,,,,
6033,Maruti Vitara Brezza,11-Jul-05,53096,1,DIESEL,DL-1C,Automatic,SUV,846000,,,,,,,,
6034,Maruti Vitara Brezza,11-Jul-05,58894,1,DIESEL,DL-3C,Manual,SUV,725000,,,,,,,,
6035,Maruti Vitara Brezza,08-Jul-05,59232,1,DIESEL,TN-10,Manual,SUV,893000,,,,,,,,
6036,Maruti Vitara Brezza,10-Jul-05,50643,2,DIESEL,TS-09,Automatic,SUV,986000,,,,,,,,
6037,Maruti Vitara Brezza,10-Jul-05,48600,1,DIESEL,DL-6C,Manual,SUV,733000,,,,,,,,
6038,Maruti Vitara Brezza,10-Jul-05,45655,1,DIESEL,DL-8C,Manual,SUV,734000,,,,,,,,
6039,Maruti Vitara Brezza,11-Jul-05,29480,1,DIESEL,DL-1C,Manual,SUV,707000,,,,,,,,
6040,Maruti Vitara Brezza,10-Jul-05,61369,2,DIESEL,HR-70,Automatic,SUV,762000,,,,,,,,
6041,Maruti Vitara Brezza,12-Jul-05,18026,1,PETROL,WB-26,Manual,SUV,647000,,,,,,,,
6042,Maruti Vitara Brezza,08-Jul-05,42216,1,DIESEL,DL-10,Manual,SUV,577000,,,,,,,,
6043,Maruti Vitara Brezza,12-Jul-05,39570,1,PETROL,TN-04,Automatic,SUV,947000,,,,,,,,
6044,Maruti Vitara Brezza,10-Jul-05,57593,2,DIESEL,GJ-38,Manual,SUV,812000,,,,,,,,
6045,Maruti Vitara Brezza,13-Jul-05,27815,2,PETROL,GJ-01,Manual,SUV,847000,,,,,,,,
6046,Maruti Vitara Brezza,09-Jul-05,121129,2,DIESEL,TS-07,Manual,SUV,833000,,,,,,,,
6047,Maruti Vitara Brezza,10-Jul-05,38226,1,DIESEL,UP-14,Manual,SUV,729000,,,,,,,,
6048,Maruti Vitara Brezza,10-Jul-05,45394,1,DIESEL,MH-14,Manual,SUV,836000,,,,,,,,
6049,Maruti Vitara Brezza,10-Jul-05,62125,1,DIESEL,MH-05,Automatic,SUV,851000,,,,,,,,
6050,Maruti Vitara Brezza,10-Jul-05,65843,1,DIESEL,DL-5C,Automatic,SUV,742000,,,,,,,,
6051,Maruti Vitara Brezza,08-Jul-05,66211,1,DIESEL,TN-01,Manual,SUV,837000,,,,,,,,
6052,Maruti Vitara Brezza,08-Jul-05,105562,1,DIESEL,TS-07,Manual,SUV,820000,,,,,,,,
6053,Maruti Vitara Brezza,10-Jul-05,80993,1,DIESEL,GJ-24,Manual,SUV,787000,,,,,,,,
6054,Maruti Vitara Brezza,08-Jul-05,79819,2,DIESEL,HR-70,Manual,SUV,574000,,,,,,,,
6055,Maruti Vitara Brezza,12-Jul-05,14654,2,PETROL,PB-28,Manual,SUV,913000,,,,,,,,
6056,Maruti Vitara Brezza,08-Jul-05,66757,2,DIESEL,MH-43,Manual,SUV,696000,,,,,,,,
6057,Maruti Vitara Brezza,10-Jul-05,44719,1,DIESEL,PB-10,Automatic,SUV,811000,,,,,,,,
6058,Maruti Vitara Brezza,08-Jul-05,123776,2,DIESEL,MH-05,Manual,SUV,665000,,,,,,,,
6059,Maruti Vitara Brezza,12-Jul-05,38639,1,PETROL,GJ-01,Manual,SUV,752000,,,,,,,,
6060,Maruti Vitara Brezza,13-Jul-05,24808,1,PETROL,PB-32,Manual,SUV,901000,,,,,,,,
6061,Maruti Vitara Brezza,08-Jul-05,84666,1,DIESEL,KA-53,Manual,SUV,834000,,,,,,,,
6062,Maruti Vitara Brezza,10-Jul-05,69862,1,DIESEL,DL-8C,Automatic,SUV,665000,,,,,,,,
6063,Maruti Vitara Brezza,10-Jul-05,22248,1,DIESEL,HR-51,Manual,SUV,596000,,,,,,,,
6064,Maruti Vitara Brezza,13-Jul-05,8642,1,PETROL,HR-26,Manual,SUV,831000,,,,,,,,
6065,Maruti Vitara Brezza,08-Jul-05,98661,1,DIESEL,MH-46,Manual,SUV,733000,,,,,,,,
6066,Maruti Vitara Brezza,11-Jul-05,58792,2,DIESEL,PB-10,Manual,SUV,808000,,,,,,,,
6067,Maruti Vitara Brezza,08-Jul-05,77338,1,DIESEL,KA-01,Manual,SUV,754000,,,,,,,,
6068,Maruti Vitara Brezza,11-Jul-05,85358,1,DIESEL,TN-21,Automatic,SUV,865000,,,,,,,,
6069,Maruti Vitara Brezza,12-Jul-05,55130,1,PETROL,MH-47,Manual,SUV,878000,,,,,,,,
6070,Maruti Vitara Brezza,10-Jul-05,64938,1,DIESEL,DL-9C,Manual,SUV,706000,,,,,,,,
6071,Maruti Vitara Brezza,12-Jul-05,25778,1,PETROL,HR-06,Manual,SUV,888000,,,,,,,,
6072,Maruti Vitara Brezza,09-Jul-05,36201,2,DIESEL,BR-02,Manual,SUV,645000,,,,,,,,
6073,Maruti Vitara Brezza,11-Jul-05,40155,1,DIESEL,DL-9C,Automatic,SUV,812000,,,,,,,,
6074,Maruti Vitara Brezza,10-Jul-05,89151,1,DIESEL,UP-16,Automatic,SUV,759000,,,,,,,,
6075,Maruti Vitara Brezza,10-Jul-05,30549,1,DIESEL,HR-30,Manual,SUV,747000,,,,,,,,
6076,Maruti Vitara Brezza,10-Jul-05,98499,1,DIESEL,HR-26,Automatic,SUV,747000,,,,,,,,
6077,Maruti Vitara Brezza,10-Jul-05,90598,2,DIESEL,UP-32,Manual,SUV,701000,,,,,,,,
6078,Maruti Vitara Brezza,10-Jul-05,75774,1,DIESEL,MH-14,Automatic,SUV,892000,,,,,,,,
6079,Maruti Vitara Brezza,13-Jul-05,14835,1,PETROL,GJ-01,Manual,SUV,907000,,,,,,,,
6080,Maruti Vitara Brezza,11-Jul-05,41612,1,DIESEL,DL-12,Manual,SUV,761000,,,,,,,,
6081,Maruti Vitara Brezza,10-Jul-05,91454,1,DIESEL,DL-1C,Manual,SUV,667000,,,,,,,,
6082,Maruti Vitara Brezza,08-Jul-05,61867,1,DIESEL,MH-48,Manual,SUV,725000,,,,,,,,
6083,Maruti Vitara Brezza,13-Jul-05,29589,1,PETROL,HR-29,Manual,SUV,805000,,,,,,,,
6084,Maruti Vitara Brezza,09-Jul-05,51441,1,DIESEL,TN-09,Manual,SUV,874000,,,,,,,,
6085,Maruti Vitara Brezza,10-Jul-05,70921,2,DIESEL,GJ-01,Manual,SUV,787000,,,,,,,,
6086,Maruti Vitara Brezza,09-Jul-05,94127,1,DIESEL,KA-02,Manual,SUV,919000,,,,,,,,
6087,Maruti Vitara Brezza,09-Jul-05,83566,1,DIESEL,PB-10,Manual,SUV,716000,,,,,,,,
6088,Maruti Vitara Brezza,09-Jul-05,89353,1,DIESEL,UP-14,Manual,SUV,533000,,,,,,,,
6089,Maruti Vitara Brezza,11-Jul-05,54333,1,DIESEL,TS-09,Automatic,SUV,974000,,,,,,,,
6090,Maruti Vitara Brezza,10-Jul-05,88582,2,DIESEL,RJ-45,Automatic,SUV,821000,,,,,,,,
6091,Maruti Wagon R 1.0,06-Jul-05,21799,1,PETROL,MH-04,Manual,HatchBack,351000,,,,,,,,
6092,Maruti Wagon R 1.0,06-Jul-05,53706,1,PETROL,MH-15,Manual,HatchBack,327000,,,,,,,,
6093,Maruti Wagon R 1.0,06-Jul-05,40670,1,CNG,MH-12,Manual,HatchBack,376000,,,,,,,,
6094,Maruti Wagon R 1.0,06-Jul-05,52914,1,PETROL,TN-22,Manual,HatchBack,364000,,,,,,,,
6095,Maruti Wagon R 1.0,05-Jul-05,50244,1,PETROL,MH-01,Manual,HatchBack,298000,,,,,,,,
6096,Maruti Wagon R 1.0,05-Jul-05,61132,1,PETROL,AP-29,Manual,HatchBack,320000,,,,,,,,
6097,Maruti Wagon R 1.0,09-Jul-05,15993,1,PETROL,KA-04,Manual,HatchBack,463000,,,,,,,,
6098,Maruti Wagon R 1.0,10-Jul-05,43528,2,PETROL,TS-08,Manual,HatchBack,424350,,,,,,,,
6099,Maruti Wagon R 1.0,09-Jul-05,94753,1,PETROL,TN-37,Manual,HatchBack,401000,,,,,,,,
6100,Maruti Wagon R 1.0,10-Jul-05,30769,1,CNG,MH-02,Manual,HatchBack,410000,,,,,,,,
6101,Maruti Wagon R 1.0,09-Jul-05,59340,1,CNG,MH-43,Manual,HatchBack,378000,,,,,,,,
6102,Maruti Wagon R 1.0,05-Jul-05,30418,2,PETROL,TN-06,Manual,HatchBack,327000,,,,,,,,
6103,Maruti Wagon R 1.0,05-Jul-05,30906,1,PETROL,MH-16,Manual,HatchBack,300000,,,,,,,,
6104,Maruti Wagon R 1.0,07-Jul-05,70766,1,PETROL,DL-8C,Manual,HatchBack,308000,,,,,,,,
6105,Maruti Wagon R 1.0,06-Jul-05,21917,2,PETROL,TN-02,Manual,HatchBack,372000,,,,,,,,
6106,Maruti Wagon R 1.0,10-Jul-05,54472,1,CNG,MH-12,Manual,HatchBack,465000,,,,,,,,
6107,Maruti Wagon R 1.0,07-Jul-05,21598,1,PETROL,MH-47,Manual,HatchBack,358000,,,,,,,,
6108,Maruti Wagon R 1.0,08-Jul-05,46335,2,PETROL,TS-08,Manual,HatchBack,371000,,,,,,,,
6109,Maruti Wagon R 1.0,09-Jul-05,78854,1,CNG,MH-02,Manual,HatchBack,403000,,,,,,,,
6110,Maruti Wagon R 1.0,10-Jul-05,35496,1,CNG,MH-47,Manual,HatchBack,436000,,,,,,,,
6111,Maruti Wagon R 1.0,08-Jul-05,71761,1,PETROL,MH-50,Manual,HatchBack,404000,,,,,,,,
6112,Maruti Wagon R 1.0,10-Jul-05,41338,2,CNG,GJ-36,Automatic,HatchBack,471000,,,,,,,,
6113,Maruti Wagon R 1.0,09-Jul-05,88437,1,PETROL,GJ-01,Manual,HatchBack,370000,,,,,,,,
6114,Maruti Wagon R 1.0,10-Jul-05,40437,1,CNG,MH-43,Manual,HatchBack,428000,,,,,,,,
6115,Maruti Wagon R 1.0,08-Jul-05,51428,1,PETROL,GJ-06,Automatic,HatchBack,421000,,,,,,,,
6116,Maruti Wagon R 1.0,06-Jul-05,64500,1,CNG,MH-02,Manual,HatchBack,349000,,,,,,,,
6117,Maruti Wagon R 1.0,08-Jul-05,116765,2,PETROL,,Manual,HatchBack,362000,,,,,,,,
6118,Maruti Wagon R 1.0,08-Jul-05,63881,1,PETROL,DL-5C,Manual,HatchBack,350000,,,,,,,,
6119,Maruti Wagon R 1.0,08-Jul-05,39201,1,PETROL,MH-47,Manual,HatchBack,360000,,,,,,,,
6120,Maruti Wagon R 1.0,06-Jul-05,68015,1,PETROL,HR-26,Manual,HatchBack,330000,,,,,,,,
6121,Maruti Wagon R 1.0,06-Jul-05,70510,1,PETROL,TS-09,Manual,HatchBack,339000,,,,,,,,
6122,Maruti Wagon R 1.0,10-Jul-05,25425,1,PETROL,MH-03,Manual,HatchBack,401000,,,,,,,,
6123,Maruti Wagon R 1.0,04-Jul-05,87108,1,CNG,DL-9C,Manual,HatchBack,252000,,,,,,,,
6124,Maruti Wagon R 1.0,10-Jul-05,71723,1,CNG,MH-12,Manual,HatchBack,446000,,,,,,,,
6125,Maruti Wagon R 1.0,05-Jul-05,97378,2,CNG,MH-02,Manual,HatchBack,285000,,,,,,,,
6126,Maruti Wagon R 1.0,10-Jul-05,44296,2,CNG,MH-05,Manual,HatchBack,431000,,,,,,,,
6127,Maruti Wagon R 1.0,06-Jul-05,33230,1,PETROL,KA-51,Manual,HatchBack,366000,,,,,,,,
6128,Maruti Wagon R 1.0,06-Jul-05,80360,1,CNG,GJ-05,Manual,HatchBack,295000,,,,,,,,
6129,Maruti Wagon R 1.0,06-Jul-05,78125,1,PETROL,HR-26,Manual,HatchBack,258000,,,,,,,,
6130,Maruti Wagon R 1.0,09-Jul-05,55827,1,PETROL,DL-6C,Manual,HatchBack,351000,,,,,,,,
6131,Maruti Wagon R 1.0,07-Jul-05,87375,1,PETROL,MH-40,Manual,HatchBack,331000,,,,,,,,
6132,Maruti Wagon R 1.0,04-Jul-05,36278,2,PETROL,KA-41,Manual,HatchBack,324000,,,,,,,,
6133,Maruti Wagon R 1.0,04-Jul-05,61504,1,PETROL,DL-2C,Manual,HatchBack,220000,,,,,,,,
6134,Maruti Wagon R 1.0,08-Jul-05,58760,1,PETROL,GJ-27,Automatic,HatchBack,423000,,,,,,,,
6135,Maruti Wagon R 1.0,04-Jul-05,42217,2,PETROL,TS-08,Manual,HatchBack,331000,,,,,,,,
6136,Maruti Wagon R 1.0,08-Jul-05,16272,1,PETROL,TN-13,Manual,HatchBack,474000,,,,,,,,
6137,Maruti Wagon R 1.0,10-Jul-05,39068,1,PETROL,GJ-01,Automatic,HatchBack,467000,,,,,,,,
6138,Maruti Wagon R 1.0,06-Jul-05,40273,1,PETROL,MH-20,Manual,HatchBack,321000,,,,,,,,
6139,Maruti Wagon R 1.0,06-Jul-05,30580,1,PETROL,MH-03,Manual,HatchBack,373000,,,,,,,,
6140,Maruti Wagon R 1.0,05-Jul-05,92195,1,PETROL,AP-07,Manual,HatchBack,317000,,,,,,,,
6141,Maruti Wagon R 1.0,08-Jul-05,35690,2,PETROL,MH-14,Manual,HatchBack,410000,,,,,,,,
6142,Maruti Wagon R 1.0,07-Jul-05,37083,1,PETROL,KA-51,Manual,HatchBack,424000,,,,,,,,
6143,Maruti Wagon R 1.0,09-Jul-05,62162,1,CNG,MH-05,Manual,HatchBack,374000,,,,,,,,
6144,Maruti Wagon R 1.0,07-Jul-05,69581,2,PETROL,KA-03,Manual,HatchBack,383000,,,,,,,,
6145,Maruti Wagon R 1.0,09-Jul-05,64464,1,PETROL,TS-09,Manual,HatchBack,437000,,,,,,,,
6146,Maruti Wagon R 1.0,06-Jul-05,82391,1,PETROL,KA-04,Manual,HatchBack,328000,,,,,,,,
6147,Maruti Wagon R 1.0,09-Jul-05,54763,1,PETROL,MH-12,Manual,HatchBack,453000,,,,,,,,
6148,Maruti Wagon R 1.0,03-Jul-05,16607,1,PETROL,DL-3C,Manual,HatchBack,253000,,,,,,,,
6149,Maruti Wagon R 1.0,07-Jul-05,48394,1,PETROL,KA-55,Manual,HatchBack,418000,,,,,,,,
6150,Maruti Wagon R 1.0,05-Jul-05,82871,2,PETROL,UP-32,Manual,HatchBack,233000,,,,,,,,
6151,Maruti Wagon R 1.0,08-Jul-05,30978,1,PETROL,TS-09,Manual,HatchBack,420000,,,,,,,,
6152,Maruti Wagon R 1.0,10-Jul-05,60221,2,PETROL,TN-30,Manual,HatchBack,441000,,,,,,,,
6153,Maruti Wagon R 1.0,06-Jul-05,99368,2,CNG,MH-04,Manual,HatchBack,382000,,,,,,,,
6154,Maruti Wagon R 1.0,05-Jul-05,91405,1,PETROL,AP-28,Manual,HatchBack,324000,,,,,,,,
6155,Maruti Wagon R 1.0,09-Jul-05,23885,1,PETROL,TN-68,Manual,HatchBack,441000,,,,,,,,
6156,Maruti Wagon R 1.0,10-Jul-05,32594,2,PETROL,HR-87,Manual,HatchBack,379000,,,,,,,,
6157,Maruti Wagon R 1.0,08-Jul-05,70732,1,PETROL,KA-50,Automatic,HatchBack,427000,,,,,,,,
6158,Maruti Wagon R 1.0,10-Jul-05,69523,1,PETROL,TS-07,Manual,HatchBack,422000,,,,,,,,
6159,Maruti Wagon R 1.0,09-Jul-05,75047,1,PETROL,DL-1C,Manual,HatchBack,337000,,,,,,,,
6160,Maruti Wagon R 1.0,06-Jul-05,45852,2,PETROL,TS-12,Manual,HatchBack,337000,,,,,,,,
6161,Maruti Wagon R 1.0,06-Jul-05,49093,1,PETROL,PB-10,Manual,HatchBack,308650,,,,,,,,
6162,Maruti Wagon R 1.0,08-Jul-05,61981,2,PETROL,MH-12,Automatic,HatchBack,426000,,,,,,,,
6163,Maruti Wagon R 1.0,04-Jul-05,61195,2,PETROL,BR-31,Manual,HatchBack,254000,,,,,,,,
6164,Maruti Wagon R 1.0,08-Jul-05,45675,1,PETROL,WB-26,Manual,HatchBack,326000,,,,,,,,
6165,Maruti Wagon R 1.0,02-Jul-05,86967,1,PETROL,DL-3C,Manual,HatchBack,156000,,,,,,,,
6166,Maruti Wagon R 1.0,06-Jul-05,52685,1,CNG,MH-46,Manual,HatchBack,346000,,,,,,,,
6167,Maruti Wagon R 1.0,05-Jul-05,94581,2,PETROL,TN-04,Manual,HatchBack,355000,,,,,,,,
6168,Maruti Wagon R 1.0,03-Jul-05,71957,1,PETROL,MH-05,Manual,HatchBack,249000,,,,,,,,
6169,Maruti Wagon R 1.0,03-Jul-05,49855,2,CNG,DL-5C,Manual,HatchBack,230000,,,,,,,,
6170,Maruti Wagon R 1.0,04-Jul-05,58228,2,CNG,MH-04,Manual,HatchBack,308000,,,,,,,,
6171,Maruti Wagon R 1.0,05-Jul-05,46225,1,PETROL,MH-12,Manual,HatchBack,343000,,,,,,,,
6172,Maruti Wagon R 1.0,07-Jul-05,27588,1,PETROL,MP-19,Manual,HatchBack,372000,,,,,,,,
6173,Maruti Wagon R 1.0,10-Jul-05,52286,1,PETROL,UP-42,Manual,HatchBack,391000,,,,,,,,
6174,Maruti Wagon R 1.0,08-Jul-05,91935,1,PETROL,TS-07,Manual,HatchBack,407000,,,,,,,,
6175,Maruti Wagon R 1.0,08-Jul-05,64642,1,PETROL,DL-2C,Manual,HatchBack,359000,,,,,,,,
6176,Maruti Wagon R 1.0,09-Jul-05,55676,2,PETROL,TN-01,Manual,HatchBack,423000,,,,,,,,
6177,Maruti Wagon R 1.0,07-Jul-05,74759,1,PETROL,MH-05,Manual,HatchBack,342000,,,,,,,,
6178,Maruti Wagon R 1.0,08-Jul-05,40561,2,CNG,MH-46,Automatic,HatchBack,379000,,,,,,,,
6179,Maruti Wagon R 1.0,05-Jul-05,46873,1,PETROL,WB-02,Manual,HatchBack,216000,,,,,,,,
6180,Maruti Wagon R 1.0,09-Jul-05,88004,1,PETROL,TN-18,Manual,HatchBack,441000,,,,,,,,
6181,Maruti Wagon R 1.0,03-Jul-05,45040,2,CNG,DL-8C,Manual,HatchBack,234000,,,,,,,,
6182,Maruti Wagon R 1.0,09-Jul-05,38035,1,PETROL,GJ-19,Automatic,HatchBack,404000,,,,,,,,
6183,Maruti Wagon R 1.0,10-Jul-05,66438,1,CNG,HR-26,Manual,HatchBack,424000,,,,,,,,
6184,Maruti Wagon R 1.0,07-Jul-05,79769,1,CNG,MH-47,Manual,HatchBack,353000,,,,,,,,
6185,Maruti Wagon R 1.0,09-Jul-05,71220,1,CNG,HR-10,Manual,HatchBack,386000,,,,,,,,
6186,Maruti Wagon R 1.0,05-Jul-05,45247,1,PETROL,DL-4C,Manual,HatchBack,250000,,,,,,,,
6187,Maruti Wagon R 1.0,09-Jul-05,33789,1,PETROL,GJ-05,Manual,HatchBack,399000,,,,,,,,
6188,Maruti Wagon R 1.0,07-Jul-05,34204,1,CNG,MH-02,Manual,HatchBack,377000,,,,,,,,
6189,Maruti Wagon R 1.0,10-Jul-05,69705,1,PETROL,UP-40,Manual,HatchBack,382000,,,,,,,,
6190,Maruti Wagon R 1.0,07-Jul-05,46332,2,PETROL,KA-51,Manual,HatchBack,354000,,,,,,,,
6191,Maruti Wagon R 1.0,07-Jul-05,64186,2,PETROL,TS-07,Automatic,HatchBack,405000,,,,,,,,
6192,Maruti Wagon R 1.0,09-Jul-05,40045,2,PETROL,DL-3C,Automatic,HatchBack,389000,,,,,,,,
6193,Maruti Wagon R 1.0,06-Jul-05,38529,1,CNG,MH-02,Manual,HatchBack,366000,,,,,,,,
6194,Maruti Wagon R 1.0,06-Jul-05,23760,1,PETROL,DL-2C,Manual,HatchBack,276000,,,,,,,,
6195,Maruti Wagon R 1.0,09-Jul-05,62419,1,CNG,MH-02,Manual,HatchBack,392000,,,,,,,,
6196,Maruti Wagon R 1.0,06-Jul-05,82749,2,CNG,MH-03,Manual,HatchBack,292000,,,,,,,,
6197,Maruti Wagon R 1.0,04-Jul-05,52633,1,PETROL,MH-05,Manual,HatchBack,265000,,,,,,,,
6198,Maruti Wagon R 1.0,03-Jul-05,71209,1,CNG,DL-9C,Manual,HatchBack,216000,,,,,,,,
6199,Maruti Wagon R 1.0,08-Jul-05,75049,1,PETROL,BR-31,Manual,HatchBack,344000,,,,,,,,
6200,Maruti Wagon R 1.0,10-Jul-05,72590,1,PETROL,GJ-01,Automatic,HatchBack,457000,,,,,,,,
6201,Maruti Wagon R 1.0,05-Jul-05,69948,1,CNG,MH-04,Manual,HatchBack,310000,,,,,,,,
6202,Maruti Wagon R 1.0,08-Jul-05,76459,1,PETROL,MH-14,Manual,HatchBack,418000,,,,,,,,
6203,Maruti Wagon R 1.0,09-Jul-05,37554,1,PETROL,TN-11,Automatic,HatchBack,473000,,,,,,,,
6204,Maruti Wagon R 1.0,07-Jul-05,75688,1,CNG,DL-8C,Manual,HatchBack,312000,,,,,,,,
6205,Maruti Wagon R 1.0,07-Jul-05,89218,1,PETROL,TS-11,Manual,HatchBack,379000,,,,,,,,
6206,Maruti Wagon R 1.0,06-Jul-05,73371,1,PETROL,DL-1C,Manual,HatchBack,296000,,,,,,,,
6207,Maruti Wagon R 1.0,07-Jul-05,38892,1,PETROL,RJ-01,Manual,HatchBack,372000,,,,,,,,
6208,Maruti Wagon R 1.0,05-Jul-05,95381,1,CNG,MH-02,Manual,HatchBack,267000,,,,,,,,
6209,Maruti Wagon R 1.0,04-Jul-05,48766,1,CNG,MH-46,Manual,HatchBack,301000,,,,,,,,
6210,Maruti Wagon R 1.0,04-Jul-05,46032,1,PETROL,MH-12,Manual,HatchBack,305000,,,,,,,,
6211,Maruti Wagon R 1.0,10-Jul-05,56733,1,CNG,MH-03,Manual,HatchBack,429000,,,,,,,,
6212,Maruti Wagon R 1.0,09-Jul-05,77579,1,CNG,MH-03,Manual,HatchBack,402000,,,,,,,,
6213,Maruti Wagon R 1.0,07-Jul-05,23093,1,PETROL,WB-06,Manual,HatchBack,310000,,,,,,,,
6214,Maruti Wagon R 1.0,08-Jul-05,35303,2,PETROL,MH-12,Manual,HatchBack,417000,,,,,,,,
6215,Maruti Wagon R 1.0,10-Jul-05,40468,1,PETROL,GJ-01,Automatic,HatchBack,442000,,,,,,,,
6216,Maruti Wagon R 1.0,02-Jul-05,28235,1,PETROL,DL-9C,Manual,HatchBack,193000,,,,,,,,
6217,Maruti Wagon R 1.0,04-Jul-05,99451,2,PETROL,TN-01,Manual,HatchBack,319000,,,,,,,,
6218,Maruti Wagon R 1.0,06-Jul-05,54615,1,PETROL,HR-26,Manual,HatchBack,315000,,,,,,,,
6219,Maruti Wagon R 1.0,05-Jul-05,31462,2,PETROL,MH-05,Manual,HatchBack,264000,,,,,,,,
6220,Maruti Wagon R 1.0,08-Jul-05,83485,1,CNG,MH-14,Manual,HatchBack,410000,,,,,,,,
6221,Maruti Wagon R 1.0,06-Jul-05,43775,2,PETROL,BR-01,Manual,HatchBack,288000,,,,,,,,
6222,Maruti Wagon R 1.0,07-Jul-05,35153,1,PETROL,MH-01,Manual,HatchBack,333000,,,,,,,,
6223,Maruti Wagon R 1.0,08-Jul-05,41747,1,PETROL,BR-01,Manual,HatchBack,382000,,,,,,,,
6224,Maruti Wagon R 1.0,05-Jul-05,60248,2,PETROL,KA-41,Manual,HatchBack,299000,,,,,,,,
6225,Maruti Wagon R 1.0,09-Jul-05,28568,1,PETROL,MH-03,Manual,HatchBack,374000,,,,,,,,
6226,Maruti Wagon R 1.0,05-Jul-05,69155,1,CNG,MH-02,Manual,HatchBack,324000,,,,,,,,
6227,Maruti Wagon R 1.0,07-Jul-05,64749,1,PETROL,MH-31,Manual,HatchBack,384000,,,,,,,,
6228,Maruti Wagon R 1.0,09-Jul-05,57138,1,PETROL,UP-62,Manual,HatchBack,337000,,,,,,,,
6229,Maruti Wagon R 1.0,04-Jul-05,36703,1,PETROL,MH-31,Manual,HatchBack,274000,,,,,,,,
6230,Maruti Wagon R 1.0,04-Jul-05,121602,1,CNG,MH-02,Manual,HatchBack,321000,,,,,,,,
6231,Maruti Wagon R 1.0,04-Jul-05,67527,1,PETROL,KA-51,Manual,HatchBack,317000,,,,,,,,
6232,Maruti Wagon R 1.0,06-Jul-05,41368,1,PETROL,MH-02,Manual,HatchBack,357000,,,,,,,,
6233,Maruti Wagon R 1.0,08-Jul-05,46563,2,PETROL,TS-11,Manual,HatchBack,401000,,,,,,,,
6234,Maruti Wagon R 1.0,03-Jul-05,79945,2,PETROL,KA-53,Manual,HatchBack,288000,,,,,,,,
6235,Maruti Wagon R 1.0,07-Jul-05,67006,2,CNG,MH-03,Manual,HatchBack,322000,,,,,,,,
6236,Maruti Wagon R 1.0,10-Jul-05,82023,1,CNG,MH-04,Manual,HatchBack,405000,,,,,,,,
6237,Maruti Wagon R 1.0,05-Jul-05,61173,2,PETROL,TN-65,Manual,HatchBack,316000,,,,,,,,
6238,Maruti Wagon R 1.0,04-Jul-05,78259,1,PETROL,GJ-05,Manual,HatchBack,276000,,,,,,,,
6239,Maruti Wagon R 1.0,05-Jul-05,62438,1,PETROL,AP-28,Manual,HatchBack,339000,,,,,,,,
6240,Maruti Wagon R 1.0,03-Jul-05,63665,2,PETROL,DL-2C,Manual,HatchBack,167000,,,,,,,,
